text,label,true_label,predicted_label,negative_probability,neutral_probability,positive_probability,confidence,correct
@USER @USER @USER well popular vote for Trumpster is approx. 61 million. Hillary well over 63 million. Hope!!,1,Neutral,Positive,0.0013296169,0.25504556,0.74362487,0.74362487,False
If President Elect Trump does not want our Rudy Than He Should Chose The Smart Dr.Ben Carson As His SOS. He is scandal Free and good man,2,Positive,Neutral,0.034350183,0.5319879,0.4336619,0.5319879,False
Retweeted The Independent (@USER):China is censoring people calling North Korea's leader 'Kim Fatty the...,1,Neutral,Negative,0.92895174,0.069686085,0.0013622494,0.92895174,False
Muhammad Ali actually threw his Olympic gold medal into a river as a way to protest racial discrimination in America.,1,Neutral,Negative,0.54159534,0.4480964,0.010308294,0.54159534,False
@USER Indeed White Supremacists aren't #AltRight anymore... We are Republicans now ! o/ Hail Victory !,2,Positive,Negative,0.88305527,0.076472916,0.040471856,0.88305527,False
#TheWalkingDead EM MEMORIA 😳🌸MERLET-DOGLORISOPHIAGLENNABRAHAMBOBJACQUILIZZIETYREESEGOVERNADORSAMBETHNOAHANDREAMIKA,2,Positive,Neutral,0.009196572,0.8047905,0.186013,0.8047905,False
This is a MUST WATCH #DAPL #DakotaAccessPipeline @USER @USER @USER @USER @USER @USER,1,Neutral,Positive,0.0031038441,0.014808636,0.98208755,0.98208755,False
Excuse my language but 🙄🙄🙄🙄,0,Negative,Neutral,0.36677846,0.39800614,0.23521543,0.39800614,False
"Emily, Paris, Kirk and Michel #GilmoreGirlsTop4 though it probably changes every other episode",2,Positive,Neutral,0.0020254916,0.9815046,0.01646988,0.9815046,False
November 22: Breaking News: Medicare Part B Experiment Dead,1,Neutral,Negative,0.9063534,0.09122669,0.0024199395,0.9063534,False
Anyone else realised that getting a #Hatchimals is actually harder than copping #yeezyboost 😳,1,Neutral,Negative,0.9447983,0.04779111,0.0074105817,0.9447983,False
@USER @USER @USER Tim Duncan still has money,1,Neutral,Positive,0.0015827218,0.14789864,0.8505186,0.8505186,False
MS joins the Linux Foundation for $500k as it continues to extort many times that from LF members via patents.,0,Negative,Neutral,0.019024992,0.9557919,0.025183039,0.9557919,False
@USER That Sellars favors a man who used consumer fraud to swindle citizens undermines his pretension.,1,Neutral,Negative,0.99088293,0.008354752,0.00076227525,0.99088293,False
"#feminism #StillWithHer #liberals: speak out against real horror, not some the #msm caricature of @USER",0,Negative,Neutral,0.16384572,0.80991024,0.026244061,0.80991024,False
@USER : that's the unconvenient truth. Leftists don't get plus points,1,Neutral,Negative,0.9525197,0.04550271,0.0019775694,0.9525197,False
Maarvi and I are having a Zac Efron vs Ashley Tisdale on the Suite Life moment minus the kiss,1,Neutral,Positive,0.004275744,0.1750761,0.82064813,0.82064813,False
"Completed watching Persona 5 the Animation: The Day Breakers, 9/10",2,Positive,Neutral,0.00060794695,0.89281327,0.10657888,0.89281327,False
(( - Pre-Persona 5 timeline!- Multiverse? We're all a big family!- Occasional Writer bluff.- Detailed as you ar…,2,Positive,Neutral,0.0028726782,0.6223232,0.3748042,0.6223232,False
"For me, seeing the progression of video games and consoles - whethe... #JustinVerlander #quotes",1,Neutral,Positive,0.0015067325,0.13698803,0.8615052,0.8615052,False
"Damn, reading other Green Meanie theories is shaking my confidence in my pick... everyone is a suspect! #ScreamQueens",1,Neutral,Negative,0.9912588,0.0073582157,0.0013830148,0.9912588,False
@USER Fracking,1,Neutral,Negative,0.97199327,0.027004879,0.001001819,0.97199327,False
"@USER You see, gun control is a grand issue in this nation but we can't just simply ban guns. That'd be a violation of the 2nd...",1,Neutral,Negative,0.9715001,0.027242053,0.0012578237,0.9715001,False
@USER what about those WMDs in #Iraq why bomb #Libya and #Syria,1,Neutral,Negative,0.99366623,0.0056144283,0.00071940303,0.99366623,False
"So many games to think about now that I actually have a ps4.. persona 5, FFXIV AND FFXV, OW",1,Neutral,Positive,0.0026653812,0.3147191,0.6826155,0.6826155,False
"I was personally opposed to the death penalty, and yet I think I have ... #JanetReno #citations",0,Negative,Neutral,0.03903341,0.94498634,0.015980296,0.94498634,False
Putin doesnt order anything that could be bad for Trump,1,Neutral,Negative,0.62165385,0.37028694,0.008059219,0.62165385,False
"This woman is still talking about Melania Trump's admittedly plagiarized speech, guys.As in, she's still saying i…",1,Neutral,Negative,0.96170825,0.03683514,0.0014566146,0.96170825,False
Leon Daniels has sent his expenses in for last Fridays evening Mayfair dinner causing cash flow problems at #uber HQ,1,Neutral,Negative,0.9800806,0.019063834,0.000855575,0.9800806,False
She totally Melania'd that speech #UsefulNewVerbs,0,Negative,Positive,0.0074959095,0.06411831,0.9283858,0.9283858,False
Label scan of Bob Dylan's 4th highest charting single Positively 4th Street,2,Positive,Neutral,0.0014036276,0.725173,0.27342334,0.725173,False
"Explosion today near Bazwia-Gogjali, east Mosul. With @USER and @USER #Iraq #MosulOffensive",1,Neutral,Negative,0.8515883,0.14620577,0.0022059584,0.8515883,False
Pope Francis insults Catholic youth,1,Neutral,Negative,0.9878114,0.011221715,0.0009669474,0.9878114,False
"Bob Dylan, Seasick Steve and rock’s great hits and myths – The Sydney Morning Herald",1,Neutral,Positive,0.00082901155,0.32027525,0.6788957,0.6788957,False
"Hey, sorry I haven't been inspiring you in a while. Let's get back to it. ""Don't count the days. Make the days count."" -Muhammad Ali",2,Positive,Neutral,0.029914109,0.71672106,0.2533648,0.71672106,False
@USER Snowflakes in July...is that about the anti Trump riots?? LOL,1,Neutral,Negative,0.76548684,0.21422273,0.020290432,0.76548684,False
Make this Black Friday matter a #BlackLivesMatter by spending your time and #NotOneDime. Join a protest and vote through boycott,1,Neutral,Negative,0.6748355,0.31627738,0.008887213,0.6748355,False
@USER in this Democrats & Republicans agree but bringing people like Gingrich & the like does not #DrainTheSwamp @USER,0,Negative,Neutral,0.16717264,0.80966586,0.023161415,0.80966586,False
No fan of McConnell; surprised at failure to respond to #ministerofpropaganda 7:27 in video. Maybe he's human.,1,Neutral,Negative,0.9868342,0.011975083,0.0011907301,0.9868342,False
@USER I'll print & carry during anti-trump inaugural protest march. HOPE someone near me has NAKED Melania so we can pair 'em up!,0,Negative,Neutral,0.10311417,0.7392302,0.15765557,0.7392302,False
"So if you have a Samsung galaxy note 7, you can't board planes...glad I have an iPhone 😊",1,Neutral,Positive,0.021503644,0.20374104,0.7747553,0.7747553,False
@USER @USER @USER You do know HRC won popular vote BY TWO MILLION VOTES,1,Neutral,Positive,0.012583954,0.17428757,0.8131285,0.8131285,False
"statistically, ""bad luck"" is just as valid a cause for the Electoral College result as anything else",0,Negative,Neutral,0.21457846,0.7451371,0.040284492,0.7451371,False
.@USER digi front page | Senior Brexit campaigner denies offering six-figure 'bribe' to MPs (@USER)…,0,Negative,Neutral,0.09851309,0.8932905,0.008196391,0.8932905,False
Japan warns to Prep for possible N Korean Nuke Attack,0,Negative,Neutral,0.22607778,0.7677721,0.0061501362,0.7677721,False
"For Dems to recover, Nancy Pelosi, her team should go@USER + rep Ryan are CLUELESS about Dem probs",1,Neutral,Negative,0.94647306,0.050141264,0.0033856074,0.94647306,False
2 Episodes of Westworld down. 8 to go.,2,Positive,Neutral,0.00752309,0.9653977,0.027079238,0.9653977,False
Was able to get #hatchimals but no luck with the #NintendoClassicMini 😡 #blackfridayshopping,0,Negative,Neutral,0.22132644,0.723265,0.05540863,0.723265,False
"Trump won the popular vote. And that is with all of the illegals, over 3 million, and the vote rigging with voting machines.",1,Neutral,Negative,0.98467505,0.013223942,0.0021010374,0.98467505,False
"@USER I think the future looks like 3 parties: a socialist left, multi-cultural liberals, and FN-style rightists. @USER",0,Negative,Neutral,0.0034506533,0.92279744,0.073751904,0.92279744,False
If you're against animal testing then you're against animal testing ALWAYS - not until MAC release a really nice colour lipstick lol,0,Negative,Neutral,0.15385473,0.6837566,0.16238873,0.6837566,False
"@USER We all know it's true. In CA alone, all an illegal has to do is go to DMV, get a voter ID card, then handed Voter Registration",1,Neutral,Negative,0.9002881,0.09503622,0.004675731,0.9002881,False
"420Magazine: ALS Patient Uses Medical Marijuana, Outlives Anti-Marijuana Doctors",2,Positive,Negative,0.9793396,0.019610785,0.0010495282,0.9793396,False
Microsoft love affair with Linux continues as it joins The Linux Foundation #breakingnews #zdnet,1,Neutral,Positive,0.0018094562,0.03353092,0.96465963,0.96465963,False
"@USER India, I am sure top management/Admin would've fallen Prey to Leftists'/Psedoseculiars' setting tempetions -:)!",0,Negative,Neutral,0.07266357,0.81147814,0.11585833,0.81147814,False
.Medical authority Dr Greek speaking out against the arcane practice of animal testing. #CambridgeKillers,1,Neutral,Negative,0.9538511,0.0444657,0.0016832642,0.9538511,False
@USER @USER @USER @USER @USER another -> it's a real good on…,1,Neutral,Positive,0.0017842575,0.0033062955,0.99490947,0.99490947,False
I just published “How Self-Driving Cars Will Change Cities Forever”,1,Neutral,Positive,0.0022684631,0.1513514,0.8463801,0.8463801,False
"""We could do a WALL of solar panels on the border> BOOM> Mexican Sun God pays for it."" #TrumpNarratesPlanetEarth",0,Negative,Neutral,0.011714845,0.55229944,0.43598568,0.55229944,False
Zac Efron & bear grylls lol#Liveme 🔥🐠John Smith🔱🇨🇦:,1,Neutral,Positive,0.0011611592,0.36620125,0.6326376,0.6326376,False
#Mannequinchallenge we killed it,1,Neutral,Positive,0.0066585755,0.02487127,0.9684702,0.9684702,False
@USER @USER I think it's Team Trump battling itself. The Conway wing is undermining those who want adults in the cabinet.,1,Neutral,Negative,0.975229,0.023574589,0.0011963617,0.975229,False
"Even if this results in nothing, big PR coup for Trump,vs Obama's admin which didnt seem to do much,plus look at pi…",0,Negative,Neutral,0.11524404,0.8164387,0.068317324,0.8164387,False
@USER Calls for Trump's transition team to be investigated...,1,Neutral,Negative,0.9135101,0.08481102,0.001678891,0.9135101,False
"MOVE OVER Marijuana-lovers, there's a new recreational-cum-medical substance in town 👉🏼 MEDICAL MAGIC MUSHROOMS 🍄",1,Neutral,Positive,0.004936221,0.07339083,0.92167294,0.92167294,False
Modi ji may advise people to shift to vegetarianism for maintaining good health thereby increasing the average lifespan of people of India.,2,Positive,Neutral,0.012945638,0.84536046,0.14169398,0.84536046,False
Whatthefuck Liam OMG #liampayne #onedirection #hot #sixpack #leeyum #ily #king #lifesaver…,0,Negative,Positive,0.01827502,0.03419967,0.94752526,0.94752526,False
"Instead of being aghast at the spectacle of Trump's transition, liberals should try a more level-headed approach.…",0,Negative,Neutral,0.28620538,0.6826027,0.031191897,0.6826027,False
AI and deep learning systems can develop synthetic procedures better than humans can. I shall soon be obsolete. Any new job suggestions?,1,Neutral,Positive,0.023979042,0.09485793,0.88116294,0.88116294,False
"@USER Why is a bot linked to Soros donating to your recount fund at about 160K per day, why would you take money from George Soros?",1,Neutral,Negative,0.9521368,0.04605906,0.0018041597,0.9521368,False
"Agree w/ no death penalty. UR cafeteria Catholic, unless U object to birth control, same sex marriage, communion for divorced/remarried.",0,Negative,Neutral,0.015506698,0.9460631,0.038430132,0.9460631,False
"I was thinking about trying to fix my dishwasher, but then I remembered that it is over 17 years old and euthanasia is an acceptable end.",1,Neutral,Negative,0.97584814,0.022516593,0.0016352724,0.97584814,False
Mainstream media critical of Trump's Cabinet picks: via @USER,0,Negative,Neutral,0.42535695,0.56790805,0.0067350506,0.56790805,False
@USER @USER FLASH! #AngelaLansbury turns her spout up at #BeautyAndTheBeast remake,2,Positive,Neutral,0.016712634,0.64329493,0.33999246,0.64329493,False
"Hook, line and sinker. Scottish Fishermen caught out by Brexit - Autonomy Scotland",1,Neutral,Negative,0.6508466,0.3442519,0.0049014427,0.6508466,False
"Story...Clinton Foundation paid off both Sanders and Stein, according to source. ~14 min last few min.",0,Negative,Neutral,0.005953045,0.9054779,0.088569075,0.9054779,False
"#CHINA just stopped citizens from calling Kim Jong Un ""Kim Fatty The Third"". Well this post is for all of you Chinese people. #NorthKorea",0,Negative,Neutral,0.34755397,0.6357642,0.016681919,0.6357642,False
"By 2025, #robotics and #drones, together, could replace 1/3 of the current global #workforce. #robots @USER",1,Neutral,Positive,0.025458045,0.47144747,0.50309443,0.50309443,False
"Clinton, and again and Hillary has consequences.’” Politico: Comey’s decision to a lot of legal custom that a voter registration,",1,Neutral,Negative,0.887069,0.10938223,0.0035487933,0.887069,False
OMG Nurse Hoffel is the sister of the Chanel's former maid!!!! 😱 #ScreamQueens,1,Neutral,Positive,0.0077432226,0.3179305,0.67432624,0.67432624,False
Melania short circuiting during a televised speech. #KeepsTrumpUpAtNight,0,Negative,Neutral,0.093907975,0.8875085,0.018583577,0.8875085,False
@USER @USER @USER Like you did when you were campaigning for someone who supports the death penalty?,0,Negative,Neutral,0.25358567,0.73726416,0.009150094,0.73726416,False
"@USER spends $Millions on politicians like #Giuliani, to push #iran war, makes Kim Jong Un look humble![URL]",0,Negative,Neutral,0.055611487,0.85345125,0.09093724,0.85345125,False
"Ride-sharing starts to change the way cities, urban landlords think about real estate #uber",2,Positive,Neutral,0.008031806,0.8544418,0.13752644,0.8544418,False
"@USER Bless your tact. You try to be delicate saying ""private parts."" Saakashvili boldly says, ""he wanted to hang me by my balls.""",0,Negative,Neutral,0.12867647,0.56130594,0.31001765,0.56130594,False
@USER @USER Rob Jeremy in the light. Zac Efron in the night.,1,Neutral,Positive,0.0019521515,0.17911173,0.8189361,0.8189361,False
"Will the Dakota Access pipeline take a place in a bitter history? The pipeline would carry as much as 570,000...",0,Negative,Neutral,0.015046241,0.97398067,0.0109730465,0.97398067,False
🔹ASHLEY GRAHAM | VH1 DIVAS🔹#AshleyGraham #VH1Divas #VelvetDreams #bestdressed #StyledByJeffKKim…,1,Neutral,Positive,0.0008739806,0.13087878,0.8682472,0.8682472,False
when you think people from the chicago suburbs are horrible but then you meet people from the Austrian countryside. #deplorables,1,Neutral,Negative,0.97778475,0.020938696,0.001276534,0.97778475,False
Always keep up to date with #Westworld try a free trial of #HBO through amazon![URL],1,Neutral,Positive,0.0009914418,0.1174802,0.8815284,0.8815284,False
@USER @USER don't let conservatives in denial disarm your alarm system-I really think ur insights are spot on,0,Negative,Positive,0.094093464,0.39396536,0.51194125,0.51194125,False
@USER I think a lot of what the campaign did wrong/her weaknesses could be argued what made it close. Little doubt Comey pushed it over,1,Neutral,Negative,0.8944089,0.10204061,0.003550466,0.8944089,False
And we're very lucky that Trump not be able to go because he's doing his transition so we won't be embarrassed,1,Neutral,Positive,0.03238312,0.26182666,0.7057902,0.7057902,False
Debating ignorance isn't worth the timeor usefulTRUMP won!Suck it up buttercup!NO GUN CONTROL FOR YOU!@USER @USER,1,Neutral,Negative,0.99295276,0.0059205946,0.0011266284,0.99295276,False
"@USER @USER and they are howling he is picking ""other millionaires""-apparently was not a problem with Obama's admin...",1,Neutral,Negative,0.98005086,0.01780347,0.002145709,0.98005086,False
Old death penalty needs to be laid to rest - The Daily Titan,1,Neutral,Negative,0.8835139,0.11308808,0.0033978934,0.8835139,False
If it wasn't for medical marijuana stress would be the end of me...,1,Neutral,Negative,0.9801153,0.018381372,0.0015033277,0.9801153,False
"@USER - @USER loon listing @USER @USER & others as ""allies"" is same crazy guy operating @USER 1/2",1,Neutral,Negative,0.9871049,0.01170052,0.0011945883,0.9871049,False
"@USER IA was one of the first states to legalize gay marriage.The IA I grew up in was smart,progressive and tolerant. WTH happened?",0,Negative,Positive,0.0542836,0.27292326,0.67279315,0.67279315,False
Take that Liberals and Alt-Rightists!,0,Negative,Neutral,0.33872432,0.62957317,0.03170247,0.62957317,False
"@USER The GRIT that defeated Nazi war machine in Russia,in winter, is something to be feared, BUT same humans throw away women&orphans",1,Neutral,Negative,0.99119276,0.0077007767,0.0011064437,0.99119276,False
"So Mike Pence believes in ""fixing"" non-straight people's sexuality....",1,Neutral,Negative,0.9109872,0.08482332,0.0041895136,0.9109872,False
"@USER @USER @USER Sucks Obamacare was a repub idea birth at the Heritage Foundation, & stimulus was passed by a repub POTUS",1,Neutral,Negative,0.9939267,0.0051440094,0.00092926377,0.9939267,False
#32 - Saint Valentines Day,2,Positive,Neutral,0.0016733344,0.9852889,0.013037685,0.9852889,False
Keras 1.1.2: Deep Learning for Python,2,Positive,Neutral,0.0025315061,0.93880504,0.058663495,0.93880504,False
Samuel Umtiti working on his recovery. #fcblive,2,Positive,Neutral,0.0011905098,0.9126942,0.08611525,0.9126942,False
"“We’re an important producer in that area and we have to respect our clients on both sides of the border,” CEO...",1,Neutral,Positive,0.0012780622,0.017511157,0.9812107,0.9812107,False
Boys looked so FAF#MPN #OneDirection,2,Positive,Neutral,0.06551316,0.8602476,0.07423923,0.8602476,False
BREAKING - Top Fox News Host to QUIT - to Work for Donald J. Trump #TrumpTransitionTeam #Fox News #POTUS @USER,0,Negative,Neutral,0.12081569,0.8554163,0.023768112,0.8554163,False
Sis you missed bombshell #ThisIsUs,1,Neutral,Positive,0.0074057737,0.1082976,0.88429666,0.88429666,False
"Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...",1,Neutral,Negative,0.91285896,0.08501744,0.002123583,0.91285896,False
Sheriff Puts Up Politically Incorrect Sign at The Office…Liberals Lose Their Minds,1,Neutral,Negative,0.989195,0.0092242155,0.0015807222,0.989195,False
#goodnews ! Can we do something about #China ?? #GlobalWarming #SaveOurPlanet #unitednations,1,Neutral,Positive,0.046488307,0.31215006,0.64136165,0.64136165,False
@USER @USER SOUR GRAPES! Surprised that even Shankar sharma batting for dems- who knew it all & used it all too.KARMA.,0,Negative,Neutral,0.26394224,0.5826491,0.15340863,0.5826491,False
@USER @USER #ThankYouObama for keeping our premiums high! #CHANGE,1,Neutral,Positive,0.0015119523,0.010157634,0.9883305,0.9883305,False
Fire broke out in one of the #Palestinian shops in Occupied #Jerusalem,1,Neutral,Negative,0.97620296,0.023042241,0.0007548099,0.97620296,False
zac efron as link larkin 👅💦,1,Neutral,Positive,0.0022875653,0.2604756,0.73723686,0.73723686,False
I've been outed as a Gilmore Girls fan. No shame. Might as well share my #GilmoreGirlsTop44. Luke3. Richard2. Emily 1. ParisWho ya got?,1,Neutral,Positive,0.0027657833,0.047522325,0.9497119,0.9497119,False
"Black Friday, Steve Bannon yells, ""Not on my watch!""",1,Neutral,Negative,0.9647075,0.033439808,0.001852678,0.9647075,False
"They're giving out rainchecks @USER for their XXL swastika graphic tee, Steve Bannon showed up at 6am and bought every one.",1,Neutral,Negative,0.9851302,0.013417339,0.0014524878,0.9851302,False
Bob Dylan Highway 61 Revisited LP 1965 pressing with alternate From A Buick 6 ≈ 118 hours U…,2,Positive,Neutral,0.0009267519,0.9778617,0.021211626,0.9778617,False
but then those pesky vaccines and antibiotics came along.,1,Neutral,Negative,0.98993075,0.008792358,0.0012768531,0.98993075,False
Now Playing on #Channel80: Ricky Martin - Casi Un Bolero -,2,Positive,Neutral,0.0012931977,0.98536795,0.013338869,0.98536795,False
"Gold heart earrings, Textured gold heart charm dangle earrings, heart jewelry, valentines..",2,Positive,Neutral,0.0016984856,0.78209436,0.21620713,0.78209436,False
@USER Lmao. Nothing new about Pelosi. SHE became a millionaire while working as Elected for US? How's that happen w/ $173K salary?,1,Neutral,Negative,0.9842376,0.014027578,0.0017348627,0.9842376,False
.@USER condemns car bomb attack in southern #Baghdad #ISIS,1,Neutral,Negative,0.9843805,0.014681549,0.00093794666,0.9843805,False
@USER she'd claimed Thomistic view of ensoulment showed church's oppositon to abortion is recent develpmnt & Benedict wasn't having it,1,Neutral,Negative,0.9465054,0.051550347,0.0019441645,0.9465054,False
@USER #ISIS NOT #AlQaeda command center discovered in #AlQuwarshe #Benghazi #Libya,1,Neutral,Negative,0.74258167,0.2545342,0.002884049,0.74258167,False
"@USER @USER I think the #recount got the deplorables a bit on edge. There are more of us, honey. Didn't you hear? #notmypresident",1,Neutral,Negative,0.98099375,0.017124996,0.0018812863,0.98099375,False
My face but with Ashley Graham's bodyy😩😭,1,Neutral,Positive,0.0049994118,0.06664342,0.92835724,0.92835724,False
Good thread. Strong likelihood that Tilden wouldn't have won the popular vote without white supremacists' massive c…,1,Neutral,Negative,0.7147913,0.23900804,0.046200614,0.7147913,False
@USER I better win that friggin fracking contest,1,Neutral,Negative,0.99010766,0.008079578,0.0018126734,0.99010766,False
"Bad HOMBRES, Awful Women of all ages (ft. “Odd Al” Yankovic)",1,Neutral,Negative,0.9944094,0.004751471,0.00083912053,0.9944094,False
I liked a @USER video from @USER Anti-Donald Trump Protests and Riots in a Nutshell (VIDEO),1,Neutral,Positive,0.21071434,0.35157242,0.43771324,0.43771324,False
POLL result:You voted for Cabbage Patch Kids & the Furby as your favourite Christmas toys . Looks like it will be…,1,Neutral,Positive,0.0012127204,0.056308042,0.94247925,0.94247925,False
BREAKING: Paul Ryan & GOP Announce Plan To DRASTICALLY Cut Health Care (DETAILS),0,Negative,Neutral,0.08511284,0.9023423,0.012544908,0.9023423,False
"Vegetarianism, politics, religion, pro life or pro choice... it's all opinion. Shut up and let people believe what they want to believe",0,Negative,Neutral,0.08693362,0.87334573,0.039720614,0.87334573,False
"@USER This is something you should read, and take dead serious. #Trump#KeepElectoralCollegeRead:",0,Negative,Neutral,0.46687815,0.4766304,0.056491517,0.4766304,False
Support For Gay Marriage Surges Higher via @USER,1,Neutral,Positive,0.0024207232,0.20667765,0.79090166,0.79090166,False
"@USER @USER Not bashing gay marriage. You feel you need to be with same sex, so be it.That is not what Christians believe is all",0,Negative,Neutral,0.22215153,0.7566742,0.021174297,0.7566742,False
@USER Yeah and the homeopathy aisle - crazy!,1,Neutral,Positive,0.030093031,0.30021498,0.669692,0.669692,False
Marco Rubio Urges Tolerance for LGBT People in Orlando Speech to Christian Conservatives: WATCH,2,Positive,Neutral,0.016483106,0.9708363,0.01268055,0.9708363,False
these old Cubs fans talking about the city's championship is making me rethink having childrenneed one to weep for me when the Phins win,1,Neutral,Negative,0.89691937,0.0961171,0.0069635813,0.89691937,False
"The New Yorker, Nov 16, 2015: ""The Hispanics love me,"" despite that he proposes building a wall on the Mexican border....#DonaldTrumpQuotes",1,Neutral,Positive,0.0026893865,0.11436797,0.8829427,0.8829427,False
Hahaa... hopefully soon M$ is forced to opensource office and windows sourcecodes. 😋,1,Neutral,Positive,0.03657155,0.17774516,0.78568333,0.78568333,False
"#ISIS ""US officials say a secretive campaign of surveillance & drone attacks has cut the ISIS's ability to inspire attacks in the West. nyt",1,Neutral,Negative,0.98011637,0.01894613,0.0009375155,0.98011637,False
What? They didn't ask for a refund?[URL],1,Neutral,Negative,0.9830064,0.016149124,0.00084442477,0.9830064,False
"Tesla Model S P100D vs Dodge Challenger SRT Hellcat, Battle Of The Fastest Cars",1,Neutral,Positive,0.0011186153,0.36271745,0.6361639,0.6361639,False
Post on Social Networks and Win a #Tesla Model S from TemplateMonster! #contests #prizes #wordpress,1,Neutral,Positive,0.000882443,0.13351335,0.86560416,0.86560416,False
VERY POSSIBLE & BEST REASON WHY NEW ATT GENERAL MUST INVESTIGATE & IMPANEL GRAND JURY ON CLINTON FOUNDATION & BOTH…,1,Neutral,Positive,0.037975356,0.1418457,0.8201789,0.8201789,False
Microsoft Joins The Linux Foundation — Turns Love Affair Into a Relationship,2,Positive,Neutral,0.010735712,0.7388631,0.2504011,0.7388631,False
"#TrumpTransitionTeam no matter who get hired or what happens, GOD is still in control 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",1,Neutral,Positive,0.00217504,0.026910234,0.9709147,0.9709147,False
"A Cold War-era conservative would have put up with this.But then again, those kinds of conservatives aren't runni…",1,Neutral,Negative,0.91793686,0.079422235,0.002640934,0.91793686,False
@USER I have nearly 30 health problems wrong with me. That's why I request legalizing medical marijuana for patients like me.,1,Neutral,Negative,0.9841724,0.014506772,0.0013207829,0.9841724,False
"""Donald Trump isn’t just vowing to undo US climate policies as president. His transition team is also talking...",0,Negative,Neutral,0.06030365,0.9257576,0.0139387185,0.9257576,False
Beck sounds alarm about Steve Bannon,0,Negative,Neutral,0.45297098,0.5422607,0.004768359,0.5422607,False
The new Miniestadi could be renamed after Cryuff as one of the options to remember him [@USER] #fcblive,2,Positive,Neutral,0.0030238063,0.9521901,0.044786185,0.9521901,False
Social Security is a promise that we cannot and must not break.... #BernieSanders #quotation,1,Neutral,Positive,0.003987519,0.04529728,0.9507152,0.9507152,False
@USER You can thank fracking for this marvel. lol,1,Neutral,Positive,0.0062715323,0.060040705,0.9336878,0.9336878,False
@USER Claiming to be knowledgeable on this subject? Spelling anti-Semitic right would be a good start.,1,Neutral,Negative,0.97272587,0.024605574,0.002668552,0.97272587,False
"Digital labor undercuts minimum wage, #Robotic Process #Automation gains traction in #FinancialServices. #FinTech…",0,Negative,Positive,0.006868262,0.33170786,0.66142386,0.66142386,False
I would have settled for the occasional interjection of truth & full coverage of Obama's unconstitutional Admin...…,0,Negative,Neutral,0.23096804,0.75317705,0.015854923,0.75317705,False
"Media connected to #Palestinian #Hamas says ""60,000 settlers"" evacuated due 2 fires in #Israel; 4 them every1 n…",1,Neutral,Negative,0.98824126,0.011065048,0.00069359946,0.98824126,False
"#AlAsed #Russia #Iran & #Hezbollah destroy #Halab, didn't move 1 helicopter 2 rescue people,when burnt #Israel rose…",1,Neutral,Negative,0.95498616,0.043915022,0.0010987809,0.95498616,False
"Oh shit , we are playing against sociedad on Sunday at the anoeta 🤔😶#fcblive",0,Negative,Positive,0.005211624,0.021327535,0.97346085,0.97346085,False
Its still pretty crazy that we lost Muhammad Ali this year,0,Negative,Neutral,0.2929437,0.63803166,0.06902469,0.63803166,False
Football is physically grueling. Those guys take a pounding & leave the game broken. If Medical Marijuana helps them cope I'm all for it,1,Neutral,Negative,0.54207575,0.36549684,0.09242741,0.54207575,False
Ask Tim Duncan about Kentucky - Antoine Walker. ✊🏾,1,Neutral,Positive,0.004665479,0.34309965,0.65223485,0.65223485,False
"Cutting tool maker Sandvik looks to software, 3D printing to stay ahead.. Related Articles:",1,Neutral,Positive,0.0019756032,0.19819881,0.7998256,0.7998256,False
#BREAKING: #ISIS claims responsibility for attack on checkpoint that killed 12 soldiers in #Egypt's Sinai peninsula.,1,Neutral,Negative,0.9910685,0.008148265,0.00078315707,0.9910685,False
@USER during pre tpp its angry and messy and he took kaz's limbs bc he feel like he took john for himand during his death its more-,0,Negative,Neutral,0.47504684,0.5164605,0.008492752,0.5164605,False
@USER @USER @USER @USER @USER WHY ARE YOU NOT TALKING ABOUT THE COUNTRY WIDE #ARSON HAPPENING.…,1,Neutral,Negative,0.9702861,0.027270889,0.0024430945,0.9702861,False
I liked a @USER video Sports Illustrated Swimsuit Cover Model Ashley Graham,1,Neutral,Positive,0.0015164106,0.004860309,0.9936233,0.9936233,False
Democratizing Research Access to Self-Driving Cars,1,Neutral,Positive,0.0030629842,0.094043575,0.9028935,0.9028935,False
"@USER such goofy fear-mongering. Notice you didn't have Poroshenko or Saakashvili on today,given the past week",1,Neutral,Negative,0.9912866,0.007632941,0.001080468,0.9912866,False
"Don't we deserve a place to call our own, a land to call a home same as you Israelis... stop blaming us for defending our rights.#Palestine",1,Neutral,Negative,0.97391164,0.024552263,0.0015360777,0.97391164,False
anti trump protest,1,Neutral,Negative,0.8580139,0.13862741,0.0033586593,0.8580139,False
Ethical ingredients and no animal testing play a role too and I'd rather pay more money for morality,1,Neutral,Negative,0.94436157,0.052999463,0.0026388823,0.94436157,False
#Saakashvili appears to have abandoned 'The Wave'. #Ukraine,1,Neutral,Negative,0.9001529,0.09830606,0.0015410818,0.9001529,False
"well if Trump AG goes after Clinton Foundation, Hillary can go after the Trump foundation & the GOP AG will look li…",1,Neutral,Negative,0.5551637,0.4290323,0.01580399,0.5551637,False
Help Stop Animal Testing Now!,1,Neutral,Negative,0.99110097,0.0075544156,0.001344661,0.99110097,False
